Date;BRI_O;BRI_H;BRI_L;BRI_C;BRI_AdjC;BRI_Vol
Mar 1, 2013;1,672.70;1,718.15;1,663.61;1,672.70;1,010.38;231,078,241
Feb 28, 2013;1,718.15;1,718.15;1,618.15;1,718.15;1,037.84;217,182,251
Feb 27, 2013;1,609.06;1,609.06;1,563.61;1,609.06;971.94;135,461,839
Feb 26, 2013;1,563.61;1,572.70;1,554.52;1,563.61;944.49.00;96,004,158
Feb 25, 2013;1,572.70;1,572.70;1,554.52;1,572.70;949.98;97,753,188
Feb 22, 2013;1,554.52;1,554.52;1,527.25;1,554.52;939.00.00;16
Feb 21, 2013;1,545.43;1,572.70;1,536.34;1,545.43;933.51.00;102,158,764
Feb 20, 2013;1,563.61;1,572.70;1,545.43;1,563.61;944.49.00;84,869,215
Feb 19, 2013;1,581.79;1,581.79;1,554.52;1,581.79;955.47.00;114,245,223
Feb 18, 2013;1,572.70;1,599.97;1,572.70;1,572.70;949.98;70,687,220
Feb 15, 2013;1,581.79;1,599.97;1,554.52;1,581.79;955.47.00;106,014,331
Feb 14, 2013;1,554.52;1,599.97;1,554.52;1,554.52;939.00.00;76,652,073
Feb 13, 2013;1,581.79;1,590.88;1,536.34;1,581.79;955.47.00;223,180,104
Feb 12, 2013;1,527.25;1,527.25;1,481.79;1,527.25;922.52.00;170,266,440
Feb 11, 2013;1,481.79;1,490.88;1,472.70;1,481.79;895.07.00;60,899,801
Feb 8, 2013;1,463.61;1,490.88;1,463.61;1,463.61;884.08.00;107,606,608
Feb 7, 2013;1,481.79;1,490.88;1,472.70;1,481.79;895.07.00;78,874,112
Feb 6, 2013;1,481.79;1,499.97;1,463.61;1,481.79;895.07.00;203,396,263
Feb 5, 2013;1,472.70;1,481.79;1,454.52;1,472.70;889.58.00;168,099,403
Feb 4, 2013;1,472.70;1,481.79;1,445.43;1,472.70;889.58.00;192,921,332
Feb 1, 2013;1,454.52;1,481.79;1,436.34;1,454.52;878.59.00;328,011,915
Jan 31, 2013;1,445.43;1,445.43;1,418.16;1,445.43;873.10.00;166,790,380
Jan 30, 2013;1,427.25;1,427.25;1,399.98;1,427.25;862.12.00;126,048,427
Jan 29, 2013;1,418.16;1,436.34;1,399.98;1,418.16;856.63;119,118,307
Jan 28, 2013;1,436.34;1,436.34;1,409.07;1,436.34;867.61;112,243,188
Jan 25, 2013;1,427.25;1,427.25;1,409.07;1,427.25;862.12.00;115,485,494
Jan 23, 2013;1,418.16;1,427.25;1,399.98;1,418.16;856.63;122,473,365
Jan 22, 2013;1,381.79;1,436.34;1,381.79;1,381.79;834.66;125,311,414
Jan 21, 2013;1,436.34;1,454.52;1,427.25;1,436.34;867.61;118,059,539
Jan 18, 2013;1,454.52;1,454.52;1,427.25;1,454.52;878.59.00;194,310,106
Jan 17, 2013;1,436.34;1,445.43;1,418.16;1,436.34;867.61;149,748,336
Jan 16, 2013;1,427.25;1,427.25;1,409.07;1,427.25;862.12.00;240,497,153
Jan 15, 2013;1,418.16;1,418.16;1,381.79;1,418.16;856.63;237,128,345
Jan 14, 2013;1,390.89;1,390.89;1,354.52;1,390.89;840.15.00;298,105,149
Jan 11, 2013;1,354.52;1,372.70;1,345.43;1,354.52;818.19.00;321,246,798
Jan 10, 2013;1,345.43;1,363.61;1,336.34;1,345.43;812.70;255,938,670
Jan 9, 2013;1,345.43;1,372.70;1,336.34;1,345.43;812.70;194,802,364
Jan 8, 2013;1,363.61;1,363.61;1,345.43;1,363.61;823.68;257,896,704
Jan 7, 2013;1,345.43;1,363.61;1,336.34;1,345.43;812.70;303,272,488
Jan 4, 2013;1,336.34;1,345.43;1,309.07;1,336.34;807.21.00;332,343,240
Jan 3, 2013;1,309.07;1,309.07;1,281.80;1,309.07;790.73;144,988,004
Jan 2, 2013;1,281.80;1,290.89;1,272.71;1,281.80;774.26.00;70,164,711
Dec 28, 2012;1,263.61;1,290.89;1,254.52;1,263.61;763.28.00;145,120,006
Dec 27, 2012;1,263.61;1,272.71;1,254.52;1,263.61;763.28.00;96,584,418
Dec 26, 2012;1,263.61;1,272.71;1,245.43;1,263.61;763.28.00;16
Dec 21, 2012;1,263.61;1,272.71;1,245.43;1,263.61;763.28.00;105,758,576
Dec 20, 2012;1,254.52;1,263.61;1,236.34;1,254.52;757.79;118,408,795
Dec 19, 2012;1,263.61;1,263.61;1,236.34;1,263.61;763.28.00;153,315,148
Dec 18, 2012;1,254.52;1,281.80;1,245.43;1,254.52;757.79;198,979,686
Dec 17, 2012;1,272.71;1,272.71;1,254.52;1,272.71;768.77;99,708,472
Dec 14, 2012;1,272.71;1,299.98;1,263.61;1,272.71;768.77;143,728,482
Dec 13, 2012;1,309.07;1,318.16;1,290.89;1,309.07;790.73;75,178,048
Dec 12, 2012;1,309.07;1,309.07;1,272.71;1,309.07;790.73;171,162,956
Dec 11, 2012;1,281.80;1,290.89;1,272.71;1,281.80;774.26.00;108,280,370
Dec 10, 2012;1,281.80;1,290.89;1,263.61;1,281.80;774.26.00;91,727,834
Dec 7, 2012;1,281.80;1,299.98;1,272.71;1,281.80;774.26.00;91,835,086
Dec 6, 2012;1,299.98;1,309.07;1,281.80;1,299.98;785.24.00;126,205,179
Dec 5, 2012;1,290.89;1,290.89;1,263.61;1,290.89;779.75;152,674,387
Dec 4, 2012;1,290.89;1,299.98;1,272.71;1,290.89;779.75;161,447,038
Dec 3, 2012;1,281.80;1,290.89;1,254.52;1,281.80;774.26.00;164,268,587
Nov 30, 2012;1,281.80;1,309.07;1,272.71;1,281.80;774.26.00;183,595,921
Nov 29, 2012;1,309.07;1,309.07;1,290.89;1,309.07;790.73;130,366,001
Nov 28, 2012;1,299.98;1,327.25;1,290.89;1,299.98;785.24.00;226,070,404
Nov 27, 2012;1,299.98;1,327.25;1,299.98;1,299.98;785.24.00;140,829,932
Nov 26, 2012;1,318.16;1,318.16;1,290.89;1,318.16;796.22.00;147,782,052
Nov 23, 2012;1,281.80;1,299.98;1,281.80;1,281.80;774.26.00;95,206,644
Nov 22, 2012;1,290.89;1,299.98;1,281.80;1,290.89;779.75;129,631,739
Nov 21, 2012;1,299.98;1,309.07;1,290.89;1,299.98;785.24.00;101,705,006
Nov 20, 2012;1,309.07;1,327.25;1,299.98;1,309.07;790.73;96,328,663
Nov 19, 2012;1,309.07;1,327.25;1,309.07;1,309.07;790.73;200,365,710
Nov 14, 2012;1,318.16;1,318.16;1,299.98;1,318.16;796.22.00;115,163,739
Nov 13, 2012;1,309.07;1,309.07;1,290.89;1,309.07;790.73;100,450,985
Nov 12, 2012;1,309.07;1,327.25;1,299.98;1,309.07;790.73;152,248,129
Nov 9, 2012;1,318.16;1,318.16;1,299.98;1,318.16;796.22.00;106,129,833
Nov 8, 2012;1,318.16;1,318.16;1,290.89;1,318.16;796.22.00;124,219,645
Nov 7, 2012;1,318.16;1,318.16;1,281.80;1,318.16;796.22.00;245,243,735
Nov 6, 2012;1,281.80;1,299.98;1,272.71;1,281.80;774.26.00;166,622,627
Nov 5, 2012;1,290.89;1,309.07;1,272.71;1,290.89;779.75;317,305,980
Nov 2, 2012;1,299.98;1,327.25;1,299.98;1,299.98;785.24.00;208,247,346
Nov 1, 2012;1,309.07;1,336.34;1,299.98;1,309.07;790.73;535,491,999
Oct 31, 2012;1,345.43;1,390.89;1,336.34;1,345.43;812.70;387,220,438
Oct 30, 2012;1,390.89;1,390.89;1,354.52;1,390.89;840.15.00;157,209,215
Oct 29, 2012;1,363.61;1,381.79;1,354.52;1,363.61;823.68;163,691,077
Oct 25, 2012;1,372.70;1,381.79;1,363.61;1,372.70;829.17.00;63,757,101
Oct 24, 2012;1,363.61;1,390.89;1,363.61;1,363.61;823.68;144,085,988
Oct 23, 2012;1,390.89;1,409.07;1,372.70;1,390.89;840.15.00;82,773,679
Oct 22, 2012;1,399.98;1,409.07;1,381.79;1,399.98;845.65;98,424,200
Oct 19, 2012;1,409.07;1,427.25;1,399.98;1,409.07;851.14.00;107,595,608
Oct 18, 2012;1,418.16;1,427.25;1,399.98;1,418.16;856.63;258,457,714
Oct 17, 2012;1,399.98;1,409.07;1,381.79;1,399.98;845.65;199,276,691
Oct 16, 2012;1,372.70;1,390.89;1,363.61;1,372.70;829.17.00;112,493,443
Oct 15, 2012;1,390.89;1,399.98;1,363.61;1,390.89;840.15.00;144,985,254
Oct 12, 2012;1,363.61;1,381.79;1,363.61;1,363.61;823.68;87,580,762
Oct 11, 2012;1,363.61;1,372.70;1,345.43;1,363.61;823.68;108,415,122
Oct 10, 2012;1,381.79;1,390.89;1,363.61;1,381.79;834.66;138,610,644
Oct 9, 2012;1,399.98;1,399.98;1,345.43;1,399.98;845.65;231,146,992
Oct 8, 2012;1,345.43;1,363.61;1,327.25;1,345.43;812.70;126,438,933
Oct 5, 2012;1,345.43;1,363.61;1,336.34;1,345.43;812.70;70,670,720
Oct 4, 2012;1,354.52;1,363.61;1,336.34;1,354.52;818.19.00;102,268,766
Oct 3, 2012;1,363.61;1,363.61;1,345.43;1,363.61;823.68;42,037,226
Oct 2, 2012;1,354.52;1,354.52;1,336.34;1,354.52;818.19.00;79,855,879
Oct 1, 2012;1,345.43;1,363.61;1,336.34;1,345.43;812.70;132,557,789
Sep 28, 2012;1,354.52;1,363.61;1,345.43;1,354.52;818.19.00;143,563,479
Sep 27, 2012;1,354.52;1,354.52;1,336.34;1,354.52;818.19.00;104,873,061
Sep 26, 2012;1,336.34;1,336.34;1,318.16;1,336.34;807.21.00;143,956,736
Sep 25, 2012;1,336.34;1,336.34;1,309.07;1,336.34;807.21.00;101,806,758
Sep 24, 2012;1,318.16;1,327.25;1,299.98;1,318.16;796.22.00;145,887,269
Sep 21, 2012;1,318.16;1,327.25;1,309.07;1,318.16;796.22.00;135,307,837
Sep 20, 2012;1,309.07;1,309.07;1,290.89;1,309.07;790.73;70,511,217
Sep 19, 2012;1,309.07;1,327.25;1,290.89;1,309.07;790.73;253,034,620
Sep 18, 2012;1,309.07;1,327.25;1,299.98;1,309.07;790.73;82,050,417
Sep 17, 2012;1,327.25;1,354.52;1,318.16;1,327.25;801.72;94,700,635
Sep 14, 2012;1,345.43;1,354.52;1,327.25;1,345.43;812.70;170,700,948
Sep 13, 2012;1,327.25;1,345.43;1,318.16;1,327.25;801.72;58,562,261
Sep 12, 2012;1,345.43;1,354.52;1,327.25;1,345.43;812.70;105,313,069
Sep 11, 2012;1,345.43;1,345.43;1,327.25;1,345.43;812.70;82,215,420
Sep 10, 2012;1,336.34;1,345.43;1,318.16;1,336.34;807.21.00;141,129,687
Sep 7, 2012;1,336.34;1,345.43;1,327.25;1,336.34;807.21.00;191,895,564
Sep 6, 2012;1,318.16;1,327.25;1,281.80;1,318.16;796.22.00;288,526,733
Sep 5, 2012;1,290.89;1,290.89;1,263.61;1,290.89;779.75;183,945,177
Sep 4, 2012;1,281.80;1,299.98;1,281.80;1,281.80;774.26.00;139,262,405
Sep 3, 2012;1,290.89;1,290.89;1,254.52;1,290.89;779.75;169,999,686
Aug 31, 2012;1,263.61;1,272.71;1,209.07;1,263.61;763.28.00;297,544,139
Aug 30, 2012;1,245.43;1,272.71;1,227.25;1,245.43;752.30.00;193,102,835
Aug 29, 2012;1,290.89;1,336.34;1,281.80;1,290.89;779.75;126,898,191
Aug 28, 2012;1,327.25;1,336.34;1,318.16;1,327.25;801.72;132,491,788
Aug 27, 2012;1,327.25;1,336.34;1,318.16;1,327.25;801.72;17,949,560
Aug 24, 2012;1,327.25;1,336.34;1,309.07;1,327.25;801.72;151,233,362
Aug 23, 2012;1,327.25;1,372.70;1,309.07;1,327.25;801.72;233,407,531
Aug 16, 2012;1,299.98;1,309.07;1,281.80;1,299.98;785.24.00;146,770,035
Aug 15, 2012;1,290.89;1,299.98;1,281.80;1,290.89;779.75;51,805,394
Aug 14, 2012;1,290.89;1,309.07;1,281.80;1,290.89;779.75;89,365,543
Aug 13, 2012;1,299.98;1,318.16;1,299.98;1,299.98;785.24.00;151,392,864
Aug 10, 2012;1,309.07;1,309.07;1,281.80;1,309.07;790.73;265,478,585
Aug 9, 2012;1,281.80;1,290.89;1,263.61;1,281.80;774.26.00;320,350,283
Aug 8, 2012;1,263.61;1,263.61;1,236.34;1,263.61;763.28.00;181,338,132
Aug 7, 2012;1,236.34;1,263.61;1,236.34;1,236.34;746.80;83,155,936
Aug 6, 2012;1,254.52;1,290.89;1,245.43;1,254.52;757.79;178,431,331
Aug 3, 2012;1,272.71;1,272.71;1,245.43;1,272.71;768.77;138,651,894
Aug 2, 2012;1,254.52;1,272.71;1,254.52;1,254.52;757.79;148,167,059
Aug 1, 2012;1,263.61;1,272.71;1,245.43;1,263.61;763.28.00;157,745,474
Jul 31, 2012;1,272.71;1,281.80;1,254.52;1,272.71;768.77;451,846,554
Jul 30, 2012;1,236.34;1,245.43;1,227.25;1,236.34;746.80;269,947,412
Jul 27, 2012;1,218.16;1,227.25;1,172.71;1,218.16;735.82;351,813,576
Jul 26, 2012;1,154.53;1,172.71;1,154.53;1,154.53;697.38.00;58,958,268
Jul 25, 2012;1,154.53;1,163.62;1,145.43;1,154.53;697.38.00;36,916,637
Jul 24, 2012;1,154.53;1,181.80;1,136.34;1,154.53;697.38.00;134,994,331
Jul 23, 2012;1,163.62;1,181.80;1,154.53;1,163.62;702.87;74,974,544
Jul 20, 2012;1,190.89;1,218.16;1,190.89;1,190.89;719.35.00;138,071,634
Jul 19, 2012;1,209.07;1,218.16;1,199.98;1,209.07;730.33.00;85,702,480
Jul 18, 2012;1,199.98;1,218.16;1,199.98;1,199.98;724.84;127,406,950
Jul 17, 2012;1,190.89;1,209.07;1,190.89;1,190.89;719.35.00;60,990,553
Jul 16, 2012;1,199.98;1,218.16;1,190.89;1,199.98;724.84;98,462,700
Jul 13, 2012;1,190.89;1,199.98;1,181.80;1,190.89;719.35.00;44,119,012
Jul 12, 2012;1,190.89;1,218.16;1,181.80;1,190.89;719.35.00;166,666,628
Jul 11, 2012;1,218.16;1,227.25;1,209.07;1,218.16;735.82;122,214,860
Jul 10, 2012;1,218.16;1,218.16;1,209.07;1,218.16;735.82;105,024,314
Jul 9, 2012;1,209.07;1,218.16;1,199.98;1,209.07;730.33.00;153,075,893
Jul 6, 2012;1,218.16;1,236.34;1,209.07;1,218.16;735.82;323,779,592
Jul 5, 2012;1,209.07;1,209.07;1,181.80;1,209.07;730.33.00;159,964,762
Jul 4, 2012;1,190.89;1,209.07;1,181.80;1,190.89;719.35.00;205,700,802
Jul 3, 2012;1,190.89;1,190.89;1,163.62;1,190.89;719.35.00;284,151,407
Jul 2, 2012;1,154.53;1,163.62;1,145.43;1,154.53;697.38.00;131,369,769
Jun 29, 2012;1,127.25;1,154.53;1,127.25;1,154.53;697.38.00;148,491,564
Jun 28, 2012;1,127.25;1,154.53;1,127.25;1,127.25;680.91;138,299,888
Jun 27, 2012;1,099.98;1,145.43;1,090.89;1,127.25;680.91;453,438,831
Jun 26, 2012;1,099.98;1,099.98;1,090.89;1,099.98;664.44.00;80,246,386
Jun 25, 2012;1,090.89;1,118.16;1,090.89;1,099.98;664.44.00;215,386,470
Jun 22, 2012;1,081.80;1,090.89;1,072.71;1,081.80;653.45.00;109,135,635
Jun 21, 2012;1,099.98;1,109.07;1,090.89;1,099.98;664.44.00;121,596,100
Jun 20, 2012;1,109.07;1,109.07;1,081.80;1,109.07;669.93;154,346,415
Jun 19, 2012;1,081.80;1,099.98;1,072.71;1,081.80;653.45.00;61,502,062
Jun 18, 2012;1,090.89;1,109.07;1,090.89;1,090.89;658.94;123,936,390
Jun 15, 2012;1,081.80;1,090.89;1,063.62;1,081.80;653.45.00;128,399,717
Jun 14, 2012;1,081.80;1,090.89;1,063.62;1,081.80;653.45.00;190,088,783
Jun 13, 2012;1,099.98;1,118.16;1,090.89;1,099.98;664.44.00;140,035,168
Jun 12, 2012;1,099.98;1,109.07;1,081.80;1,099.98;664.44.00;130,726,257
Jun 11, 2012;1,118.16;1,118.16;1,090.89;1,118.16;675.42.00;275,640,010
Jun 8, 2012;1,072.71;1,072.71;1,054.53;1,072.71;647.96;68,863,939
Jun 7, 2012;1,072.71;1,127.25;1,063.62;1,072.71;647.96;373,635,203
Jun 6, 2012;1,081.80;1,081.80;990.89;1,081.80;653.45.00;509,325,297
Jun 5, 2012;972.71;981.80;963.62;972.71;587.56.00;260,908,006
Jun 4, 2012;954.53.00;963.62;936.35.00;954.53.00;576.58.00;303,140,485
Jun 1, 2012;999.98;1,027.26;990.89;999.98;604.03.00;294,535,587
May 31, 2012;1,027.26;1,054.53;1,018.16;1,027.26;620.51.00;406,209,516
May 30, 2012;1,072.71;1,081.80;1,054.53;1,072.71;647.96;138,935,149
May 29, 2012;1,063.62;1,081.80;1,045.44;1,063.62;642.47.00;123,939,140
May 28, 2012;1,054.53;1,063.62;1,045.44;1,054.53;636.98;181,830,390
May 25, 2012;1,054.53;1,081.80;1,036.35;1,054.53;636.98;310,942,370
May 24, 2012;1,081.80;1,081.80;1,063.62;1,081.80;653.45.00;132,282,784
May 23, 2012;1,081.80;1,081.80;1,054.53;1,081.80;653.45.00;236,757,089
May 22, 2012;1,081.80;1,090.89;1,063.62;1,081.80;653.45.00;392,844,285
May 21, 2012;1,063.62;1,072.71;1,027.26;1,063.62;642.47.00;602,623,408
May 16, 2012;1,090.89;1,109.07;1,063.62;1,090.89;658.94;512,644,604
May 15, 2012;1,127.25;1,136.34;1,109.07;1,127.25;680.91;259,860,238
May 14, 2012;1,118.16;1,172.71;1,109.07;1,118.16;675.42.00;291,117,278
May 11, 2012;1,172.71;1,172.71;1,154.53;1,172.71;708.37.00;172,669,982
May 10, 2012;1,172.71;1,199.98;1,172.71;1,172.71;708.37.00;159,843,760
May 9, 2012;1,181.80;1,190.89;1,172.71;1,181.80;713.86;178,698,086
May 8, 2012;1,199.98;1,199.98;1,172.71;1,199.98;724.84;262,607,535
May 7, 2012;1,181.80;1,181.80;1,154.53;1,181.80;713.86;202,755,502
May 4, 2012;1,190.89;1,190.89;1,172.71;1,190.89;719.35.00;267,530,120
May 3, 2012;1,190.89;1,190.89;1,172.71;1,190.89;719.35.00;381,294,085
May 2, 2012;1,209.07;1,218.16;1,190.89;1,209.07;730.33.00;16
May 1, 2012;1,209.07;1,218.16;1,190.89;1,209.07;730.33.00;376,123,996
Apr 30, 2012;1,209.07;1,209.07;1,172.71;1,209.07;730.33.00;622,181,746
Apr 27, 2012;1,218.16;1,263.61;1,209.07;1,218.16;735.82;455,407,866
Apr 26, 2012;1,263.61;1,272.71;1,245.43;1,263.61;749.85;291,538,035
Apr 25, 2012;1,254.52;1,254.52;1,236.34;1,254.52;744.45.00;182,245,647
Apr 24, 2012;1,254.52;1,281.80;1,245.43;1,254.52;744.45.00;188,793,510
Apr 23, 2012;1,272.71;1,281.80;1,263.61;1,272.71;755.24.00;93,991,123
Apr 20, 2012;1,263.61;1,272.71;1,254.52;1,263.61;749.85;42,675,237
Apr 19, 2012;1,263.61;1,263.61;1,254.52;1,263.61;749.85;31,983,052
Apr 18, 2012;1,263.61;1,272.71;1,245.43;1,263.61;749.85;130,041,496
Apr 17, 2012;1,272.71;1,281.80;1,263.61;1,272.71;755.24.00;139,669,412
Apr 16, 2012;1,281.80;1,281.80;1,263.61;1,281.80;760.64;99,122,712
Apr 13, 2012;1,272.71;1,272.71;1,254.52;1,272.71;755.24.00;86,565,995
Apr 12, 2012;1,272.71;1,272.71;1,245.43;1,272.71;755.24.00;115,097,738
Apr 11, 2012;1,254.52;1,254.52;1,236.34;1,254.52;744.45.00;123,895,139
Apr 10, 2012;1,254.52;1,254.52;1,236.34;1,254.52;744.45.00;149,264,328
Apr 9, 2012;1,254.52;1,254.52;1,245.43;1,254.52;744.45.00;31,785,049
Apr 5, 2012;1,272.71;1,272.71;1,254.52;1,272.71;755.24.00;120,014,822
Apr 4, 2012;1,272.71;1,290.89;1,263.61;1,272.71;755.24.00;124,805,405
Apr 3, 2012;1,281.80;1,281.80;1,281.80;1,281.80;760.64;-
Apr 2, 2012;1,281.80;1,290.89;1,272.71;1,281.80;760.64;142,884,217
Mar 30, 2012;1,263.61;1,281.80;1,254.52;1,263.61;749.85;174,754,518
Mar 29, 2012;1,272.71;1,272.71;1,245.43;1,272.71;755.24.00;221,964,583
Mar 28, 2012;1,254.52;1,254.52;1,227.25;1,254.52;744.45.00;167,169,887
Mar 27, 2012;1,236.34;1,245.43;1,227.25;1,236.34;733.66;174,289,760
Mar 26, 2012;1,227.25;1,245.43;1,218.16;1,227.25;728.27.00;135,351,837
Mar 22, 2012;1,236.34;1,245.43;1,227.25;1,236.34;733.66;161,207,784
Mar 21, 2012;1,227.25;1,227.25;1,209.07;1,227.25;728.27.00;92,775,602
Mar 20, 2012;1,218.16;1,227.25;1,199.98;1,218.16;722.88;171,308,708
Mar 19, 2012;1,236.34;1,236.34;1,218.16;1,236.34;733.66;80,191,385
Mar 16, 2012;1,236.34;1,236.34;1,218.16;1,236.34;733.66;106,182,084
Mar 15, 2012;1,236.34;1,245.43;1,227.25;1,236.34;733.66;139,938,917
Mar 14, 2012;1,236.34;1,245.43;1,218.16;1,236.34;733.66;337,015,571
Mar 13, 2012;1,227.25;1,236.34;1,209.07;1,227.25;728.27.00;427,112,627
Mar 12, 2012;1,209.07;1,209.07;1,181.80;1,209.07;717.48.00;208,343,598
Mar 9, 2012;1,172.71;1,199.98;1,163.62;1,172.71;695.90;16
Mar 8, 2012;1,163.62;1,190.89;1,163.62;1,163.62;690.51.00;290,380,265
Mar 7, 2012;1,172.71;1,199.98;1,163.62;1,172.71;695.90;408,747,810
Mar 6, 2012;1,199.98;1,199.98;1,181.80;1,199.98;712.09.00;223,504,610
Mar 5, 2012;1,209.07;1,209.07;1,190.89;1,209.07;717.48.00;101,011,994
Mar 2, 2012;1,209.07;1,227.25;1,190.89;1,209.07;717.48.00;391,983,520
Mar 1, 2012;1,218.16;1,254.52;1,199.98;1,218.16;722.88;283,813,152
Feb 29, 2012;1,254.52;1,263.61;1,209.07;1,254.52;744.45.00;298,250,901
Feb 28, 2012;1,209.07;1,227.25;1,209.07;1,209.07;717.48.00;179,710,104
Feb 27, 2012;1,209.07;1,236.34;1,190.89;1,209.07;717.48.00;214,110,448
Feb 24, 2012;1,236.34;1,254.52;1,199.98;1,236.34;733.66;360,228,722
Feb 23, 2012;1,245.43;1,263.61;1,245.43;1,245.43;739.06.00;94,439,381
Feb 22, 2012;1,263.61;1,272.71;1,254.52;1,263.61;749.85;117,182,274
Feb 21, 2012;1,254.52;1,263.61;1,227.25;1,254.52;744.45.00;149,885,838
Feb 20, 2012;1,236.34;1,245.43;1,227.25;1,236.34;733.66;75,898,560
Feb 17, 2012;1,236.34;1,245.43;1,218.16;1,236.34;733.66;97,172,928
Feb 16, 2012;1,227.25;1,236.34;1,190.89;1,227.25;728.27.00;127,538,952
Feb 15, 2012;1,209.07;1,227.25;1,199.98;1,209.07;717.48.00;140,684,179
Feb 14, 2012;1,218.16;1,245.43;1,209.07;1,218.16;722.88;126,554,435
Feb 13, 2012;1,245.43;1,245.43;1,190.89;1,245.43;739.06.00;173,442,745
Feb 10, 2012;1,209.07;1,263.61;1,190.89;1,209.07;717.48.00;490,679,975
Feb 9, 2012;1,263.61;1,299.98;1,254.52;1,263.61;749.85;185,834,459
Feb 8, 2012;1,299.98;1,309.07;1,263.61;1,299.98;771.43.00;235,681,820
Feb 7, 2012;1,245.43;1,272.71;1,245.43;1,245.43;739.06.00;168,654,913
Feb 6, 2012;1,272.71;1,318.16;1,254.52;1,272.71;755.24.00;172,414,228
Feb 3, 2012;1,299.98;1,318.16;1,290.89;1,299.98;771.43.00;163,143,817
Feb 2, 2012;1,290.89;1,299.98;1,272.71;1,290.89;766.03.00;179,806,355
Feb 1, 2012;1,281.80;1,290.89;1,254.52;1,281.80;760.64;185,476,953
Jan 31, 2012;1,245.43;1,272.71;1,227.25;1,245.43;739.06.00;223,581,611
Jan 30, 2012;1,254.52;1,272.71;1,245.43;1,254.52;744.45.00;132,445,037
Jan 27, 2012;1,272.71;1,281.80;1,254.52;1,272.71;755.24.00;141,847,450
Jan 26, 2012;1,272.71;1,272.71;1,254.52;1,272.71;755.24.00;71,204,229
Jan 25, 2012;1,263.61;1,272.71;1,254.52;1,263.61;749.85;74,916,793
Jan 24, 2012;1,272.71;1,290.89;1,263.61;1,272.71;755.24.00;68,517,433
Jan 20, 2012;1,281.80;1,299.98;1,272.71;1,281.80;760.64;106,377,337
Jan 19, 2012;1,299.98;1,309.07;1,281.80;1,299.98;771.43.00;240,156,148
Jan 18, 2012;1,281.80;1,281.80;1,245.43;1,281.80;760.64;213,717,191
Jan 17, 2012;1,263.61;1,263.61;1,236.34;1,263.61;749.85;136,889,114
Jan 16, 2012;1,236.34;1,254.52;1,227.25;1,236.34;733.66;183,188,914
Jan 13, 2012;1,245.43;1,263.61;1,236.34;1,245.43;739.06.00;16
Jan 12, 2012;1,254.52;1,272.71;1,245.43;1,254.52;744.45.00;145,386,761
Jan 11, 2012;1,272.71;1,299.98;1,272.71;1,272.71;755.24.00;176,481,548
Jan 10, 2012;1,281.80;1,290.89;1,263.61;1,281.80;760.64;107,276,602
Jan 9, 2012;1,272.71;1,272.71;1,245.43;1,272.71;755.24.00;128,028,461
Jan 6, 2012;1,254.52;1,272.71;1,245.43;1,254.52;744.45.00;115,661,497
Jan 5, 2012;1,263.61;1,272.71;1,245.43;1,263.61;749.85;147,773,802
Jan 4, 2012;1,263.61;1,263.61;1,245.43;1,263.61;749.85;166,300,872
Jan 3, 2012;1,254.52;1,263.61;1,236.34;1,254.52;744.45.00;90,179,557
Jan 2, 2012;1,236.34;1,245.43;1,227.25;1,236.34;733.66;17,418,800
Dec 30, 2011;1,227.25;1,245.43;1,227.25;1,227.25;728.27.00;60,294,791
Dec 29, 2011;1,227.25;1,245.43;1,199.98;1,227.25;728.27.00;74,518,037
Dec 28, 2011;1,218.16;1,254.52;1,209.07;1,218.16;722.88;62,637,831
Dec 27, 2011;1,245.43;1,254.52;1,236.34;1,245.43;739.06.00;54,406,939
Dec 23, 2011;1,245.43;1,254.52;1,227.25;1,245.43;739.06.00;78,098,598
Dec 22, 2011;1,245.43;1,263.61;1,236.34;1,245.43;739.06.00;106,748,593
Dec 21, 2011;1,272.71;1,281.80;1,254.52;1,272.71;755.24.00;123,034,375
Dec 20, 2011;1,254.52;1,254.52;1,236.34;1,254.52;744.45.00;138,363,139
Dec 19, 2011;1,236.34;1,236.34;1,236.34;1,236.34;733.66;-
Dec 16, 2011;1,236.34;1,236.34;1,199.98;1,236.34;733.66;218,573,775
Dec 15, 2011;1,181.80;1,190.89;1,154.53;1,181.80;701.30.00;162,901,813
Dec 14, 2011;1,199.98;1,199.98;1,181.80;1,199.98;712.09.00;73,679,272
Dec 13, 2011;1,190.89;1,199.98;1,172.71;1,190.89;706.69;177,859,322
Dec 12, 2011;1,218.16;1,227.25;1,199.98;1,218.16;722.88;106,556,090
Dec 9, 2011;1,218.16;1,218.16;1,190.89;1,218.16;722.88;111,998,434
Dec 8, 2011;1,227.25;1,236.34;1,199.98;1,227.25;728.27.00;132,590,790
Dec 7, 2011;1,218.16;1,227.25;1,209.07;1,218.16;722.88;91,136,574
Dec 6, 2011;1,209.07;1,227.25;1,190.89;1,209.07;717.48.00;73,937,777
Dec 5, 2011;1,227.25;1,227.25;1,209.07;1,227.25;728.27.00;36,465,629
Dec 2, 2011;1,218.16;1,227.25;1,218.16;1,218.16;722.88;72,989,010
Dec 1, 2011;1,181.80;1,181.80;1,181.80;1,181.80;701.30.00;-
Nov 30, 2011;1,181.80;1,199.98;1,172.71;1,181.80;701.30.00;165,423,607
Nov 29, 2011;1,181.80;1,199.98;1,163.62;1,181.80;701.30.00;218,257,519
