Kota,Tahun,DBH_PAJAK,DBH_SDA,DBH_Lainnya,DAU_Block_Grant,DAU_Earmark,DAK_Fisik,DAK_Nonfisik,PAD,ICT,KEMISKINAN (%),PENGANGGURAN (%),KETIMPANGAN,IPM
Kota Tasikmalaya,2020,79.32,45.33,37.46,110.65,45.42,70.87,52.06,133.83,83.43,10.11,9.98,0.35,66.98
Kota Tasikmalaya,2021,50.88,59.42,42.84,140.84,98.04,98.1,52.9,180.93,67.23,14.69,7.53,0.33,76.25
Kota Tasikmalaya,2022,101.18,49.7,27.52,125.02,96.66,90.05,77.23,111.68,74.31,11.4,6.28,0.49,76.03
Kota Tasikmalaya,2023,66.71,24.76,43.13,103.21,64.63,59.27,73.58,145.39,71.04,15.73,4.88,0.36,63.13
Kota Tasikmalaya,2024,53.74,56.73,48.31,149.4,74.89,75.42,55.66,172.69,66.29,17.32,4.71,0.38,80.97
Kota Cimahi,2014,100.92,45.07,35.86,189.47,118.49,114.55,68.26,240.0,82.59,11.57,5.4,0.41,62.28
Kota Cimahi,2015,109.73,47.61,41.2,151.46,73.29,110.1,127.61,141.11,91.49,5.74,7.01,0.46,68.17
Kota Cimahi,2016,112.41,54.52,36.15,192.61,114.48,111.31,122.65,235.94,81.9,8.09,5.47,0.33,63.25
Kota Cimahi,2017,142.95,112.5,62.62,167.98,85.04,139.43,121.42,248.93,77.64,16.72,7.92,0.47,61.41
Kota Cimahi,2018,151.71,64.44,67.23,189.69,160.49,84.71,129.49,191.23,67.45,15.68,4.23,0.35,72.36
Kota Cimahi,2019,108.39,57.63,78.68,223.7,171.02,102.57,147.24,220.58,98.31,7.35,7.78,0.42,78.87
Kota Cimahi,2020,116.05,72.57,79.51,183.71,103.77,108.56,125.4,200.74,77.11,18.73,4.86,0.48,62.59
Kota Cimahi,2021,175.72,61.62,90.69,226.02,179.29,154.51,119.93,218.99,88.88,9.56,3.65,0.33,62.62
Kota Cimahi,2022,159.29,56.9,50.14,234.5,106.2,97.37,103.51,341.31,63.36,17.32,5.48,0.43,73.43
Kota Cimahi,2023,169.27,113.55,63.68,205.12,146.43,190.23,157.89,368.67,94.0,19.87,4.15,0.44,76.86
Kota Cimahi,2024,231.06,138.09,72.36,325.67,128.82,207.22,222.29,321.84,64.42,14.46,6.01,0.39,67.76
Kota Banjar,2014,117.39,40.81,56.7,165.57,75.78,64.55,76.7,231.32,69.24,14.5,8.05,0.35,77.98
Kota Banjar,2015,84.99,69.63,35.41,174.45,76.32,102.11,86.84,197.26,61.05,6.61,3.12,0.48,66.74
Kota Banjar,2016,137.66,48.98,43.56,183.35,135.33,131.91,103.48,247.2,92.61,7.04,9.84,0.49,64.09
Kota Banjar,2017,74.12,51.99,61.17,160.24,73.33,90.43,133.49,219.6,87.14,11.24,4.17,0.5,80.52
Kota Banjar,2018,74.27,38.64,38.88,179.13,133.88,103.89,127.92,200.72,65.36,15.63,8.12,0.33,69.03
Kota Banjar,2019,83.62,67.28,59.93,234.0,115.16,141.83,111.84,280.59,92.46,13.93,9.21,0.38,75.11
Kota Banjar,2020,115.46,52.49,44.54,164.28,152.62,100.73,98.69,282.84,95.84,9.8,6.54,0.33,83.99
Kota Banjar,2021,168.83,82.14,79.82,194.21,91.37,92.4,143.72,263.68,88.98,12.77,3.05,0.38,77.95
Kota Banjar,2022,143.8,60.85,75.26,214.88,100.51,102.67,135.15,303.83,77.63,11.23,4.81,0.47,76.73
Kota Banjar,2023,127.97,60.57,69.96,202.87,171.64,127.31,127.8,269.35,62.78,18.75,8.61,0.39,77.97
Kota Banjar,2024,140.07,64.98,68.7,210.79,179.72,125.34,183.23,287.78,70.47,14.47,6.8,0.33,69.4
Kota Magelang,2014,49.14,43.41,20.73,73.52,47.77,65.44,58.1,96.39,67.26,12.76,3.59,0.5,76.66
Kota Magelang,2015,55.86,21.47,34.63,76.61,58.05,43.87,60.5,125.18,77.59,15.1,7.3,0.48,61.97
Kota Magelang,2016,45.78,54.57,25.48,100.21,61.78,44.45,45.44,93.98,93.51,11.17,4.64,0.3,81.98
Kota Magelang,2017,56.22,35.14,21.1,112.32,76.5,48.05,48.6,150.04,71.66,14.24,3.31,0.42,67.72
Kota Magelang,2018,70.24,52.03,27.79,116.97,55.82,70.32,58.89,150.62,85.06,18.62,3.61,0.49,80.64
Kota Magelang,2019,54.55,59.29,42.02,103.99,88.68,47.69,52.24,139.69,87.19,13.64,7.52,0.3,84.01
Kota Magelang,2020,44.11,19.83,30.23,113.15,64.28,70.33,39.1,119.0,84.85,11.89,6.49,0.31,77.11
Kota Magelang,2021,81.02,45.22,26.38,121.55,53.81,85.94,74.04,106.23,77.16,19.44,6.63,0.31,75.67
Kota Magelang,2022,78.51,57.36,43.07,108.9,63.33,76.33,49.29,134.67,92.82,13.19,3.63,0.38,81.33
Kota Magelang,2023,61.32,32.95,35.22,160.36,62.97,95.95,61.43,181.09,99.17,10.34,8.52,0.35,75.98
Kota Magelang,2024,78.08,62.59,25.67,130.61,72.61,51.35,65.04,105.78,100.0,15.51,8.31,0.32,72.65
Kota Pekalongan,2014,94.72,90.77,48.06,149.84,115.67,93.44,92.12,186.54,77.01,17.7,8.82,0.38,68.33
Kota Pekalongan,2015,103.31,48.5,58.92,163.32,87.63,72.7,81.37,256.07,71.27,9.58,4.18,0.39,67.68
Kota Pekalongan,2016,86.47,68.24,50.7,154.01,94.58,128.45,90.01,164.46,86.05,8.65,6.2,0.45,65.15
Kota Pekalongan,2017,75.9,68.3,66.0,173.84,116.23,89.57,129.48,156.43,67.68,17.79,4.39,0.47,68.81
Kota Pekalongan,2018,103.49,110.29,44.19,170.9,117.12,84.87,93.82,304.96,100.0,19.65,5.63,0.48,73.62
Kota Pekalongan,2019,125.82,85.65,73.51,167.41,123.58,77.75,82.31,148.4,68.68,19.99,8.62,0.46,72.74
Kota Pekalongan,2020,88.48,60.31,52.88,211.84,118.33,82.81,78.24,169.44,65.23,11.16,9.53,0.43,80.05
Kota Pekalongan,2021,113.84,50.87,78.42,232.69,97.66,126.43,124.35,271.73,68.53,19.19,7.06,0.41,61.26
Kota Pekalongan,2022,88.44,39.66,64.93,202.86,84.62,136.77,86.02,193.84,75.22,8.73,5.61,0.35,72.22
Kota Pekalongan,2023,174.06,48.71,50.04,179.87,142.45,92.4,160.91,264.95,92.34,12.91,6.93,0.33,64.94
Kota Pekalongan,2024,138.75,61.83,48.6,258.62,88.99,156.97,155.69,225.91,70.32,7.03,4.02,0.44,76.07
Kota Salatiga,2014,103.73,40.21,38.12,174.25,74.14,65.76,104.43,171.98,65.48,18.8,7.55,0.32,83.7
Kota Salatiga,2015,84.9,57.28,33.37,158.5,71.32,88.94,85.75,225.11,95.51,17.05,4.07,0.37,69.33
Kota Salatiga,2016,116.68,78.32,38.61,153.54,71.74,105.63,72.75,257.68,85.22,16.71,5.73,0.42,82.78
Kota Salatiga,2017,83.51,62.48,65.53,188.01,117.37,132.74,134.67,273.01,69.26,6.42,6.81,0.45,78.92
Kota Salatiga,2018,87.67,97.49,64.63,156.76,109.99,88.22,100.5,153.0,78.47,11.0,6.85,0.42,76.59
Kota Salatiga,2019,100.67,51.39,76.67,178.62,163.55,152.6,124.31,328.21,81.9,6.46,5.12,0.43,68.75
Kota Salatiga,2020,95.01,93.56,70.92,236.51,111.95,121.66,164.38,213.08,70.51,17.4,6.94,0.45,77.84
Kota Salatiga,2021,118.03,102.9,53.87,223.2,109.26,85.98,104.54,293.68,67.25,9.8,9.08,0.48,68.75
Kota Salatiga,2022,126.87,59.7,65.58,179.71,109.27,130.8,101.7,212.34,73.28,10.64,5.57,0.41,80.22
Kota Salatiga,2023,128.53,98.72,53.52,192.05,163.03,145.33,132.99,277.88,75.27,5.44,7.33,0.4,73.64
Kota Salatiga,2024,93.86,60.18,84.66,209.06,127.3,91.37,90.05,298.08,92.54,13.07,6.56,0.35,78.62
Kota Semarang,2014,126.69,68.19,54.1,229.42,143.19,158.24,122.96,186.14,82.66,9.1,9.86,0.42,77.74
Kota Semarang,2015,134.36,47.57,69.44,258.5,174.21,136.34,129.05,344.28,87.31,15.1,3.45,0.39,66.01
Kota Semarang,2016,138.4,102.9,64.51,205.8,142.99,174.03,158.23,254.53,89.96,19.03,9.39,0.34,60.99
Kota Semarang,2017,189.17,151.93,97.8,269.17,158.37,106.39,129.04,302.16,62.32,14.43,6.9,0.45,66.99
Kota Semarang,2018,114.72,96.33,92.26,283.96,209.87,134.72,157.95,280.34,84.73,11.61,9.0,0.44,82.06
Kota Semarang,2019,188.64,56.37,95.09,234.53,132.38,152.26,195.42,211.02,82.65,10.28,9.0,0.38,64.98
Kota Semarang,2020,152.97,156.26,97.26,276.57,219.52,161.77,116.83,278.71,77.35,11.54,4.1,0.49,79.17
Kota Semarang,2021,172.83,132.7,105.45,313.07,164.62,192.81,169.72,337.38,65.98,6.72,3.88,0.41,66.72
Kota Semarang,2022,174.84,54.04,80.95,257.68,199.8,150.62,107.94,314.94,93.11,17.62,9.98,0.39,68.01
Kota Semarang,2023,172.5,161.52,101.78,295.55,195.09,183.21,244.15,564.38,91.68,9.02,8.68,0.31,73.45
Kota Semarang,2024,208.39,136.45,89.32,304.27,177.51,212.15,184.67,414.75,76.77,12.76,3.82,0.41,63.17
Kota Surakarta,2014,87.13,27.39,32.08,133.78,104.74,74.3,76.49,184.16,91.98,14.06,5.09,0.38,65.44
Kota Surakarta,2015,65.45,50.47,29.69,128.61,103.06,69.53,62.52,170.7,71.44,5.15,3.59,0.46,79.29
Kota Surakarta,2016,114.51,73.06,32.49,171.83,113.95,111.08,93.14,152.25,74.95,17.68,8.09,0.5,63.89
Kota Surakarta,2017,71.62,76.39,35.07,122.15,118.12,60.57,108.47,161.39,97.54,17.62,6.88,0.48,83.15
Kota Surakarta,2018,62.5,43.61,48.5,167.85,84.84,93.39,69.07,209.78,99.88,19.51,4.88,0.4,62.15
Kota Surakarta,2019,102.31,43.87,49.09,158.9,103.6,107.95,68.66,239.77,70.03,15.7,5.56,0.31,78.87
Kota Surakarta,2020,97.49,64.74,46.53,202.57,90.78,106.61,133.4,245.28,98.75,10.8,5.94,0.41,60.15
Kota Surakarta,2021,118.5,36.4,53.75,183.93,80.04,86.33,98.82,237.05,96.43,19.13,8.18,0.32,76.73
Kota Surakarta,2022,107.17,40.02,43.39,203.34,105.95,94.85,100.85,270.25,93.37,16.23,4.91,0.32,66.3
Kota Surakarta,2023,142.45,93.08,71.89,213.1,162.76,137.2,100.58,203.38,74.43,13.05,9.56,0.36,81.74
Kota Surakarta,2024,111.13,47.77,49.06,243.0,106.84,122.12,133.74,307.34,76.77,6.7,5.84,0.4,73.52
Kota Tegal,2014,113.41,74.83,48.8,169.35,88.58,71.42,104.5,191.3,97.76,14.59,5.37,0.48,74.68
Kota Tegal,2015,93.24,80.8,57.69,160.43,121.85,81.52,90.72,244.2,88.98,18.44,7.8,0.47,62.22
Kota Tegal,2016,94.76,48.67,44.47,173.5,89.78,94.76,81.44,186.02,68.3,13.58,6.09,0.37,78.66
Kota Tegal,2017,134.55,63.72,66.8,164.82,86.57,103.06,138.45,190.91,97.28,5.95,3.92,0.47,75.84
Kota Tegal,2018,111.31,73.54,59.24,159.82,133.43,93.71,121.24,145.44,89.41,10.59,5.46,0.41,61.82
Kota Tegal,2019,102.15,98.73,75.63,214.89,146.02,139.39,113.7,303.45,100.0,9.42,7.0,0.45,69.47
Kota Tegal,2020,112.52,101.62,74.4,196.23,128.1,146.74,84.7,189.99,100.0,15.63,8.77,0.47,70.38
Kota Tegal,2021,106.21,53.98,47.69,204.79,79.45,135.01,105.46,235.81,99.43,6.34,5.36,0.32,84.04
Kota Tegal,2022,141.7,70.25,93.85,227.61,112.71,151.75,188.7,194.9,78.34,8.57,9.57,0.33,62.83
Kota Tegal,2023,173.79,91.21,93.09,250.08,100.26,186.02,131.42,240.34,66.5,13.37,5.13,0.32,60.04
Kota Tegal,2024,169.37,98.87,92.17,210.86,118.06,106.93,107.33,237.0,71.92,16.89,9.34,0.5,65.81
Kota Yogyakarta,2014,72.61,89.4,53.38,141.25,93.3,84.0,113.33,189.68,63.08,19.84,3.38,0.37,72.05
Kota Yogyakarta,2015,90.18,84.24,64.24,201.38,123.7,126.81,106.25,250.24,74.23,9.55,5.79,0.36,71.68
Kota Yogyakarta,2016,137.51,56.98,38.49,177.13,74.1,77.85,85.48,205.3,63.39,11.5,8.6,0.45,70.66
Kota Yogyakarta,2017,96.22,93.11,38.45,147.11,131.23,107.96,82.65,180.61,83.6,18.99,9.02,0.44,72.06
Kota Yogyakarta,2018,155.29,115.24,47.77,221.01,94.13,95.41,131.78,220.92,75.05,18.97,3.62,0.4,82.96
Kota Yogyakarta,2019,103.48,77.54,72.44,193.21,176.09,171.32,104.41,200.63,98.29,6.28,9.37,0.34,70.41
Kota Yogyakarta,2020,133.72,47.81,51.29,245.15,159.59,148.96,85.25,221.94,70.61,14.42,4.93,0.48,75.85
Kota Yogyakarta,2021,145.77,111.31,41.15,193.37,99.52,106.35,90.08,241.0,96.29,19.37,6.52,0.32,75.5
Kota Yogyakarta,2022,160.26,80.71,51.5,189.2,152.73,109.28,152.6,208.25,99.13,9.83,6.26,0.49,83.29
Kota Yogyakarta,2023,114.48,54.74,63.64,207.39,160.21,162.67,116.62,251.47,100.0,18.44,8.65,0.3,68.0
Kota Yogyakarta,2024,116.6,66.33,49.2,250.63,119.71,99.78,116.72,341.7,100.0,17.77,6.38,0.38,84.45
Kota Blitar,2014,49.12,25.58,26.22,110.68,61.42,53.69,73.55,79.73,90.69,8.15,6.96,0.42,60.99
Kota Blitar,2015,65.48,47.57,32.52,92.13,43.42,56.66,44.81,154.65,79.77,12.13,5.22,0.45,72.45
Kota Blitar,2016,74.21,56.0,34.26,83.84,64.15,72.22,46.55,100.65,96.53,18.24,3.14,0.45,71.84
Kota Blitar,2017,43.67,57.21,29.48,110.17,72.73,73.83,84.81,132.8,92.08,11.0,9.68,0.43,67.45
Kota Blitar,2018,77.79,36.4,35.05,104.31,50.62,67.62,44.78,119.34,79.42,13.2,6.05,0.45,80.7
Kota Blitar,2019,52.59,35.14,38.89,148.57,92.89,93.27,65.97,144.72,70.88,12.06,4.1,0.31,83.67
Kota Blitar,2020,56.89,26.77,44.24,118.36,76.48,87.7,61.74,148.79,76.42,5.58,4.31,0.47,79.17
Kota Blitar,2021,67.39,50.59,24.48,109.7,59.14,61.21,88.39,125.27,74.23,7.87,6.53,0.47,66.03
Kota Blitar,2022,61.77,56.82,35.31,128.28,89.24,81.64,73.04,136.01,63.37,5.6,9.89,0.38,63.81
Kota Blitar,2023,75.2,63.58,46.46,143.21,107.52,74.07,84.83,180.08,100.0,14.95,8.49,0.38,76.15
Kota Blitar,2024,94.82,43.33,42.43,99.12,59.13,72.96,92.15,149.86,81.45,18.95,6.39,0.4,62.99
Kota Kediri,2014,212.96,158.16,108.93,282.53,188.01,199.38,126.79,358.95,68.73,5.51,6.48,0.33,64.57
Kota Kediri,2015,167.31,131.19,62.75,292.44,138.14,183.85,191.26,363.66,91.71,16.07,5.35,0.45,70.82
Kota Kediri,2016,202.89,63.81,101.81,322.36,161.25,133.67,134.3,473.51,78.16,15.34,3.89,0.37,74.81
Kota Kediri,2017,141.62,99.96,128.21,272.63,163.02,265.83,218.93,342.4,99.23,6.0,3.2,0.35,82.04
Kota Kediri,2018,227.54,187.59,93.12,289.83,200.66,252.37,238.66,281.94,85.74,15.39,7.0,0.48,63.06
Kota Kediri,2019,265.53,128.57,104.69,292.51,180.57,187.12,274.8,362.42,100.0,11.91,7.7,0.33,72.16
Kota Kediri,2020,290.04,174.98,129.66,330.35,302.31,175.96,275.72,393.02,100.0,19.0,8.04,0.45,65.48
Kota Kediri,2021,240.51,188.8,82.06,440.39,281.0,188.85,270.97,451.43,87.86,11.93,5.2,0.42,78.25
Kota Kediri,2022,247.9,182.48,130.18,312.22,282.97,221.88,192.08,377.88,71.67,12.25,9.21,0.38,78.74
Kota Kediri,2023,203.91,206.07,122.29,305.38,207.42,170.42,194.73,491.82,71.63,16.57,4.6,0.48,74.81
Kota Kediri,2024,240.43,176.9,124.86,398.03,240.91,188.32,290.19,493.62,95.28,6.97,8.36,0.49,83.68
Kota Madiun,2014,67.96,27.42,43.28,97.74,56.07,62.96,61.91,160.66,62.31,11.84,4.2,0.35,72.73
Kota Madiun,2015,74.22,49.08,39.48,135.29,88.06,89.62,57.32,104.22,96.11,9.53,9.27,0.49,81.48
Kota Madiun,2016,91.81,43.53,23.79,115.14,49.31,72.78,63.1,138.92,100.0,14.2,9.08,0.43,70.85
Kota Madiun,2017,102.99,33.5,41.4,123.47,56.59,90.18,100.68,125.71,77.81,17.19,8.97,0.48,66.63
Kota Madiun,2018,76.67,61.09,30.49,118.65,99.87,83.86,72.93,138.21,89.01,15.05,3.0,0.46,61.98
Kota Madiun,2019,71.82,51.02,35.1,120.23,101.75,85.05,53.02,148.19,94.31,18.13,5.11,0.32,78.96
Kota Madiun,2020,94.06,33.16,34.16,157.08,72.35,90.09,92.53,153.76,72.09,19.23,8.9,0.44,61.95
Kota Madiun,2021,79.15,35.03,52.45,114.45,78.87,72.33,86.92,119.73,87.55,11.45,4.92,0.48,61.01
Kota Madiun,2022,131.16,57.07,64.02,145.34,140.74,109.23,93.25,195.0,69.47,6.0,9.93,0.31,76.37
Kota Madiun,2023,123.79,47.39,48.66,157.68,108.16,67.84,75.83,154.3,73.12,16.07,4.32,0.41,65.38
Kota Madiun,2024,149.26,78.27,51.96,171.69,80.68,97.49,127.13,235.73,100.0,19.16,5.77,0.44,72.23
Kota Malang,2014,146.23,97.57,85.76,295.54,133.6,104.74,150.38,310.45,94.49,7.53,8.32,0.5,83.64
Kota Malang,2015,194.48,124.91,75.38,263.47,191.81,153.49,142.4,309.7,86.74,13.69,4.32,0.48,76.85
Kota Malang,2016,123.32,123.84,62.86,233.15,171.3,157.34,178.2,244.34,64.37,11.46,4.22,0.5,74.03
Kota Malang,2017,157.68,70.76,117.53,271.99,169.39,196.28,121.91,430.73,75.98,13.05,4.95,0.31,64.06
Kota Malang,2018,219.41,97.59,69.33,350.14,204.62,182.77,177.45,316.69,90.93,15.04,9.79,0.34,74.93
Kota Malang,2019,178.44,93.02,112.56,306.54,190.37,160.93,145.77,267.88,64.9,15.71,4.37,0.44,69.76
Kota Malang,2020,187.48,110.73,70.22,294.72,212.3,212.57,164.13,372.64,88.8,7.9,4.47,0.3,82.42
Kota Malang,2021,151.56,96.26,69.6,325.86,132.75,140.04,203.07,330.81,97.53,15.62,6.9,0.35,76.27
Kota Malang,2022,187.74,114.51,77.46,318.19,228.66,244.25,196.46,343.29,83.67,8.38,4.8,0.4,69.18
Kota Malang,2023,230.13,146.9,116.35,477.08,277.64,271.48,224.39,611.5,96.67,5.58,9.1,0.4,69.96
Kota Malang,2024,251.09,77.21,140.91,368.44,202.23,171.4,216.76,450.64,92.52,11.05,7.75,0.38,84.04
Kota Mojokerto,2014,59.87,48.43,36.08,138.68,100.45,58.2,57.89,199.73,70.68,8.19,7.68,0.41,80.82
Kota Mojokerto,2015,62.65,58.61,53.97,133.93,73.59,89.1,107.05,203.74,92.49,19.93,3.16,0.32,75.24
Kota Mojokerto,2016,78.97,45.42,54.9,126.35,84.14,92.52,95.87,212.43,95.46,10.32,7.29,0.42,73.69
Kota Mojokerto,2017,79.89,37.09,35.5,141.11,95.16,116.74,107.92,226.96,90.44,10.26,5.83,0.38,64.8
Kota Mojokerto,2018,93.99,87.99,34.47,120.92,105.14,74.0,108.1,201.34,90.33,19.19,5.86,0.43,71.62
Kota Mojokerto,2019,100.86,47.91,52.46,175.93,125.98,120.75,115.76,154.94,88.0,15.81,6.5,0.48,83.0
Kota Mojokerto,2020,112.0,33.08,42.05,156.4,70.63,107.43,62.03,143.78,70.72,13.71,8.0,0.48,77.64
Kota Mojokerto,2021,107.02,38.48,42.99,194.54,128.57,108.8,132.84,233.62,96.4,6.11,4.34,0.47,78.12
Kota Mojokerto,2022,95.87,127.84,51.88,172.58,171.35,109.9,143.09,201.89,95.25,13.7,9.33,0.36,76.76
Kota Mojokerto,2023,112.37,57.85,41.88,159.98,81.53,131.54,96.63,172.25,79.22,11.73,5.24,0.45,84.28
Kota Mojokerto,2024,146.93,84.15,45.68,212.42,119.49,130.32,149.19,227.44,73.34,18.52,8.25,0.4,75.08
Kota Pasuruan,2014,71.73,23.4,28.54,112.86,45.45,44.05,62.38,114.67,93.29,11.57,4.84,0.33,77.23
Kota Pasuruan,2015,54.26,37.06,35.98,93.69,51.88,48.52,81.94,158.46,60.63,16.3,8.01,0.43,71.92
Kota Pasuruan,2016,49.9,53.9,42.72,120.17,65.24,61.39,78.95,162.71,86.25,18.06,5.4,0.45,74.03
Kota Pasuruan,2017,80.12,53.37,41.37,144.18,103.03,56.3,55.24,203.22,86.34,12.95,7.3,0.4,62.34
Kota Pasuruan,2018,95.04,44.15,35.53,154.37,58.33,102.32,68.36,173.3,87.46,19.04,7.75,0.38,77.24
Kota Pasuruan,2019,66.12,77.48,45.32,136.9,70.16,54.31,53.37,160.91,92.51,16.43,6.76,0.47,60.84
Kota Pasuruan,2020,66.64,51.03,28.88,159.13,65.89,103.55,76.81,213.91,93.59,13.31,9.52,0.3,78.71
Kota Pasuruan,2021,74.5,38.97,46.56,191.76,100.82,99.84,74.59,130.83,100.0,17.15,3.61,0.43,82.87
Kota Pasuruan,2022,90.28,31.37,43.47,117.32,94.12,70.55,79.34,173.43,91.38,7.57,8.19,0.36,76.56
Kota Pasuruan,2023,91.91,34.2,38.8,122.35,95.19,68.71,102.45,206.0,70.96,7.95,7.3,0.32,69.79
Kota Pasuruan,2024,116.23,78.78,44.92,166.56,77.25,120.4,105.33,239.37,89.92,8.73,5.27,0.37,60.64
Kota Probolinggo,2014,82.8,44.44,31.76,88.63,82.01,44.21,84.87,129.98,72.04,10.13,9.47,0.3,74.54
Kota Probolinggo,2015,56.03,42.68,37.96,125.32,45.99,89.0,53.51,113.37,63.24,8.95,3.26,0.32,84.66
Kota Probolinggo,2016,52.46,28.55,40.44,134.27,59.13,48.02,57.53,99.39,74.98,6.55,6.02,0.35,72.9
Kota Probolinggo,2017,93.63,67.84,37.8,113.61,66.64,68.12,83.36,140.09,64.0,17.85,9.61,0.37,74.02
Kota Probolinggo,2018,57.78,43.96,29.03,138.45,55.75,70.06,77.28,162.86,100.0,10.75,9.08,0.41,70.99
Kota Probolinggo,2019,71.6,64.57,39.46,138.45,73.04,54.68,49.55,127.42,91.38,15.47,8.53,0.36,72.39
Kota Probolinggo,2020,78.28,40.59,31.53,121.91,58.57,66.49,56.01,180.61,91.62,9.75,9.81,0.34,68.65
Kota Probolinggo,2021,56.79,75.41,29.06,165.56,106.54,86.47,86.92,186.25,63.64,10.81,7.53,0.31,61.35
Kota Probolinggo,2022,93.29,83.55,33.25,169.93,72.85,83.93,79.26,168.59,84.84,7.26,6.52,0.46,71.04
Kota Probolinggo,2023,116.58,76.05,46.99,142.37,118.86,99.45,77.01,160.06,91.54,17.05,3.31,0.5,63.26
Kota Probolinggo,2024,102.12,72.65,68.85,176.66,112.57,76.82,73.39,182.28,78.93,15.21,3.85,0.32,70.27
Kota Surabaya,2014,124.81,61.39,102.76,239.44,196.29,197.37,187.73,247.59,77.05,17.33,8.38,0.42,68.43
Kota Surabaya,2015,123.07,110.77,86.95,258.82,161.85,149.58,180.02,417.14,67.22,7.46,5.67,0.33,75.62
Kota Surabaya,2016,230.7,93.01,116.44,246.38,191.42,126.24,226.14,365.36,88.41,15.04,8.82,0.33,60.96
Kota Surabaya,2017,169.66,81.15,94.73,335.24,133.02,164.49,133.26,366.51,65.12,18.43,9.88,0.43,64.04
Kota Surabaya,2018,208.35,89.83,132.03,378.91,237.96,234.86,164.94,332.82,87.64,15.32,4.54,0.39,79.55
Kota Surabaya,2019,205.51,182.73,130.0,375.42,173.72,180.16,185.94,315.86,99.49,9.1,4.47,0.39,82.71
Kota Surabaya,2020,210.92,145.57,67.17,358.33,192.31,167.2,215.36,308.32,81.89,15.4,3.28,0.47,71.2
Kota Surabaya,2021,182.04,175.46,132.09,368.67,241.14,217.09,282.34,446.56,80.87,17.63,8.61,0.38,65.75
Kota Surabaya,2022,262.07,104.42,109.38,402.69,194.23,235.66,178.75,318.37,78.82,16.92,3.69,0.35,81.38
Kota Surabaya,2023,285.68,214.26,91.82,295.52,246.88,210.09,159.38,494.48,100.0,5.47,9.09,0.33,63.18
Kota Surabaya,2024,271.03,164.97,124.53,331.5,184.76,170.68,204.71,429.11,99.14,14.48,4.8,0.49,64.24
Kota Batu,2014,101.64,57.19,49.72,176.41,98.52,97.1,118.91,231.39,68.52,17.5,4.75,0.42,74.63
Kota Batu,2015,106.28,58.2,40.83,158.33,79.07,120.37,118.78,279.02,86.49,15.95,3.36,0.48,81.57
Kota Batu,2016,118.97,110.74,57.48,217.96,81.25,89.36,108.09,237.78,95.54,17.24,9.92,0.38,61.19
Kota Batu,2017,132.59,57.73,61.77,226.63,146.31,123.93,107.86,326.22,99.66,14.95,5.86,0.36,78.28
Kota Batu,2018,91.52,80.44,50.38,205.33,87.32,129.26,100.23,156.25,97.41,6.9,9.54,0.47,65.84
Kota Batu,2019,147.21,134.61,62.85,245.39,97.33,127.78,179.72,281.68,94.37,9.32,3.84,0.44,76.12
Kota Batu,2020,167.98,44.96,56.13,251.5,113.73,107.82,132.1,314.06,93.9,6.55,9.6,0.46,64.53
Kota Batu,2021,136.77,89.11,88.06,292.59,111.26,140.3,146.25,271.84,66.79,10.45,3.37,0.44,70.91
Kota Batu,2022,156.22,112.05,63.93,197.72,140.91,110.81,106.33,297.73,100.0,5.6,3.66,0.3,63.82
Kota Batu,2023,166.72,65.89,48.0,187.2,161.74,126.99,114.01,312.99,96.26,10.92,5.35,0.34,69.44
Kota Batu,2024,160.0,75.32,75.23,197.07,113.64,134.25,184.77,262.76,67.44,14.96,4.79,0.33,61.46
Kota Pontianak,2014,49.56,53.22,21.44,107.98,58.24,63.6,65.98,110.89,87.42,9.43,8.13,0.47,64.81
Kota Pontianak,2015,82.19,36.81,33.59,102.19,48.76,68.83,66.05,104.2,68.52,11.78,8.58,0.42,62.42
Kota Pontianak,2016,79.49,60.35,38.02,100.49,79.83,78.3,47.82,131.8,63.67,9.99,7.69,0.34,74.77
Kota Pontianak,2017,92.93,73.47,51.13,103.93,83.88,73.03,96.13,129.41,72.8,19.72,7.3,0.46,62.14
Kota Pontianak,2018,83.44,24.77,43.11,95.57,78.63,64.78,76.47,160.96,74.31,10.14,3.76,0.31,74.72
Kota Pontianak,2019,92.39,53.55,37.72,127.18,54.43,70.83,104.79,198.72,61.68,9.94,7.11,0.47,71.03
Kota Pontianak,2020,51.1,48.05,46.83,128.08,50.93,56.56,84.24,175.14,78.63,14.27,7.51,0.31,80.71
Kota Pontianak,2021,78.19,75.06,37.72,126.71,74.6,73.2,83.08,176.18,86.63,12.63,6.34,0.35,60.73
Kota Pontianak,2022,85.47,48.91,57.16,168.19,113.76,91.54,69.25,207.73,93.53,8.09,6.09,0.31,80.63
Kota Pontianak,2023,100.27,71.88,38.58,144.59,85.32,95.0,75.44,188.18,93.21,11.94,9.59,0.4,71.57
Kota Pontianak,2024,128.5,74.39,41.61,174.09,138.84,123.67,127.77,145.72,81.85,12.02,7.53,0.47,61.23
Kota Singkawang,2014,76.74,52.38,41.08,162.22,67.41,74.26,116.19,145.19,69.68,8.5,6.17,0.4,79.09
Kota Singkawang,2015,120.1,75.04,37.34,144.69,96.42,93.73,116.99,212.13,66.2,10.82,4.2,0.35,74.39
Kota Singkawang,2016,105.92,46.89,58.13,199.45,87.95,104.28,138.13,186.44,85.97,13.93,3.63,0.42,62.24
