Nama_Kota;Tahun;DBH_PAJAK;DBH_SDA;DA_Grant;DAK_Fisik;DAK_Nonfisik;DID_Reguler;bp_PU;bbj_PU;bm_PU;bl_PU;bl_KK;bbj_KK;bm_KK;bl_KK;bp_EK0;bbj_EKO;bm_EKO;bl_EKO;bp_PLH;bbj_PLH;bm_PLH;bl_PLH;bp_PFUM;bjj_PFUM;bm_PFUM;bl_PFUM;bp_KES;bjj_KES;bm_KES;bl_KES;bp_PAR;bjj_PAR;bm_PAR;bl_PAR;bp_PEND;bjj_PEND;bm_PEND;bl_PEND;bp_PSOS;bjj_PSOS;bm_PSOS;bl_PSOS
Kota Kediri;2022;234950575208;88216662851;569724453000;24256720743;105805212532;27517079000;160833497378;216446576171;28205352484;31872089145;10037572318;12232916965;304391098;10037572318;;61637514553;41398019135;21727240902;17054274019;24552480474;5911526253;2194260000;13939373551;19422391088;10228993601;4696837645;127706546600;240308244661;40173876974;1388296846;14520000;555710800;0;0;174528698812;63229355937;42435380449;41488309061;10041759867;11179883961;468640233;8409363000
Kota Kediri;2023;216320097000;49734945000;508122198000;19862225972;108367097229;6772434000;157946862119;208941622471;32849035149;59842384282;9550193746;9273662243;2048053100;9550193746;37250915869;94053827377;55441259102;26812198566;15234572630;30322332273;5183285100;2227500000;13064540343;15779414458;4269602000;4528200000;129116589640;229669383708;68166368454;2345000000;19320000;842043777;24804331;0;169941710443;66975849694;30596716365;53389290531;9324264696;20628093961;126826805;665000000
Kota Kediri;2024;177643955000;29113833000;552265316000;18670335386;109379826864;8332992000;163728800583;167864105462;5892750022;53556927300;9432070748;10937423185;2730240996;9432070748;39657835706;72496264206;55165664943;29634719137;15607938331;32333706326;13853953900;2159560000;14407970581;14379589920;2412069840;3520000000;140570353172;264385771717;52314239023;650000000;19320000;772699553;8103000;0;195734100092;97581660376;19221104507;47924020455;9170275351;19883248247;525306009;335000000
Kota Madiun;2014;40793760331;21424462494;511089913000;31922300000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Madiun;2015;28483394650;23946332783;509817165000;39864456000;0;18568418000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Madiun;2016;47518045772;22775645376;511375289000;77089698356;64143790000;40996233000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Madiun;2017;43781969024;26513181125;502392070000;27276939750;49990483110;7500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Madiun;2018;38509944853;67464332495;502392070000;0;70689542010;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Madiun;2019;70091690546;61728723198;529911100000;13420729349;65368712120;55542726000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Madiun;2020;42416133186;45729684314;473852439000;5439016168;67826668343;73313029000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Madiun;2021;56427933342;64064999969;465495171000;6518326644;68195137000;53024863000;113708850312;87470623495;15248233296;19669375294;11097181485;11379848942;531535266;11097181485;25411736109;47023920342;128480456059;708015000;16689670996;14181682996;3378846072;0;4980392764;17487332605;8705411292;2445045000;54311420761;172844310783;13665631170;2637428068;0;0;0;0;175349647178;54723502406;26194198097;14181837585;12216291790;8846877779;1753949672;6470190000
Kota Madiun;2022;57844077496;88216662851;465495171000;2798929994;76960476890;28870790000;121367614989;117492311228;47598756884;12586761462;8451293524;12731070020;707904699;8451293524;;66499241656;128147049989;6589519680;10126696205;14914790287;4975814238;0;12223378732;22486968716;23777304854;1260000000;58746782273;167437182354;9912954445;1954821762;0;2056788039;0;0;155735231697;60922640561;16441019593;18254933456;5240733141;10234665424;873645000;16893861500
Kota Madiun;2023;60781985730;49084431000;425704167000;5699869054;86193862816;74714922000;117519399768;129521190076;17042150902;24334546322;7940627968;17034906520;788712240;7940627968;32959023779;74750471990;91616503774;10549377900;9297966573;14292348509;2969255837;0;11164354043;24532875066;13872152092;2100000000;71923686377;150714595709;33121241474;1477352065;2400000;1850593139;0;0;167664018825;65203313409;58116386345;14383183540;5424675511;9818028276;263900000;12604157500
Kota Madiun;2024;53604121000;28456613000;471940090000;29693124361;88438051227;49368525000;120265757105;134944931609;28129246456;27967148683;8267633788;13622838468;1518621182;8267633788;32867204454;77312651659;84630133324;6792161750;8296984099;15857761078;2175558586;0;11466008327;26319119954;13854697098;6422500000;84644764927;160708435084;9403860780;1084499583;5260000;645233076;0;0;167166470932;60422706297;19318204048;23161926049;5190912296;8048101449;136186000;11531486000
Kota Malang;2014;78642852532;21424462494;808447825000;31304060000;0;27655721000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Malang;2015;63068789000;23946332783;818758893000;20590560000;0;21698151000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Malang;2016;93614684278;22776258976;859678208000;32480193000;62333634000;5000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Malang;2017;96050357605;26513181125;844576426000;76393995589;140064590976;7500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Malang;2018;84895861598;67464332495;844576426000;35225633359;149226827826;25500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Malang;2019;76494164926;61728723198;891626859000;43940137786;146277700340;73871078000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Malang;2020;88171639950;45729200395;805071632000;18486212265;146318378284;73440909000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Malang;2021;118231086771;64065057088;792693133000;25242856510;152513880000;78789402000;209582552295;281640060136;27229376072;51009371073;20412406330;25499605760;1251385125;20412406330;50597290337;52567090064;16961263699;300000000;90695280376;173916053685;151673655301;150000000;0;0;0;0;109804605746;236306122634;19488797948;1040771319;0;0;0;0;323426176193;148228853443;74826436695;86270106257;27872621862;22502489580;3661694082;15436400000
Kota Malang;2022;118202052139;88216662851;792693133000;13614853380;217222160500;40048548000;205284012164;294928360616;35599436218;18009412234;14671759179;15340422418;1405880485;14671759179;;174274510937;197878931769;0;66237124442;56550225331;4351141385;0;14831335390;20347905572;9345952870;0;112949514771;233868425680;23315350591;350000000;21670000;3493154263;2265158771;0;325542996772;138629387273;36209408060;91952105488;7841141893;18300189288;534299580;10725000000
Kota Malang;2023;131184635000;48997561000;728339369000;15967259384;236209303697;22160938000;807150039751;446303194671;63653222911;55551557959;3400000;16220968341;2043273460;3400000;216852200;210734425393;256954911807;7309966227;146160000;47410635912;15705053992;100000000;2040000;19336164851;15199721463;3480000000;26818957612;259776440804;21465812271;999272788;18106000;5389215836;1956005688;0;428072085;141639162029;28801016466;113559227534;28560000;23630546159;0;4674300000
Kota Malang;2024;105370394000;28332935000;775989615000;19491399333;237106924518;21046971000;229281788976;398182518973;35381020206;68252364802;17671673269;19440231654;2191601758;17671673269;64285474982;181719004916;96172930262;0;68510933166;78383668749;11725769088;0;15175202668;20947778034;14726695184;1860000000;147527362047;251016247457;7761618025;0;10420000;1589551034;796800956;0;358236604370;185150677976;22210011137;118971898693;9325195895;27416993663;964666301;754367300
Kota Mojokerto;2014;18222289356;21424279953;380779789000;18556553000;0;23161017000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Mojokerto;2015;27047271500;23945726291;382373637000;24089454000;0;24927681000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Mojokerto;2016;36906139152;22775645376;397094498000;78304531000;25189525000;39892900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Mojokerto;2017;37984114132;26513191114;390118825000;41068888060;37703059206;7500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Mojokerto;2018;32470027681;67464332495;390118825000;32514880013;41759992652;66750000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Mojokerto;2019;49233182942;61728723198;414331667000;22360824884;41071982400;34465714000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Mojokerto;2020;38925260020;45729200381;373898704000;31133564930;56090263156;28495701000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Mojokerto;2021;49198759131;64065057088;367576298000;30926944403;40947656645;53916856000;94206683092;87789728138;15302222655;9498580205;10087036027;16652531532;437907150;10087036027;17781175943;41607607716;82128097108;75000000;13950484421;7503145745;3046928935;0;130570000;1235777411;2734856400;4821947000;93866875696;195452611726;24726364283;1642088000;0;0;0;0;101722550680;54724646531;30768480777;10427228309;11986251124;11205084835;663858310;5763647500
Kota Mojokerto;2022;51175735779;88216662851;367576298000;17820615622;59381130186;30946546000;89607988283;104827640514;3669952393;12297963245;6444253570;8285451048;288769000;6444253570;;54252280777;193020604156;0;7863145197;14375260567;8775303600;4517000000;8146078015;6257854568;5104703340;3276000000;77091186663;182134978377;24149672431;0;0;1533126280;87146500;0;104324019449;58900221666;26413509804;12230494625;4296891772;6597589714;251977140;7318880000
Kota Mojokerto;2023;57398184910;48988706000;351560603000;59676281059;69028074410;36545526000;92409435608;130338179870;5381690872;32539139292;6652336194;10521602941;328428318;6652336194;27452070219;73061465833;123328835343;0;8157862624;15231847896;10044838647;525000000;7454030166;5778731780;4186747051;2520000000;80831047499;177549785070;47705249840;0;0;3744541429;19535716059;0;106520407591;63901720957;18822947036;20215119960;4155464184;7726809637;181321000;6511100000
Kota Mojokerto;2024;46574043000;28367230000;370823379000;34726487346;63699991844;35132412000;95509564611;119060245307;12754545010;41419213495;6581929654;9119978375;740497610;6581929654;28005334892;45977940226;61802092266;606833374;7955254019;18763964480;1887952361;325000000;7023624896;6431703132;3643901380;2835000000;82482369633;179788557866;37124457429;0;0;426482054;11307573062;0;117856601581;68992605705;18560590880;23878260001;4345642332;7038394083;53287360;7081600000
Kota Pasuruan;2014;31166684883;21424462494;391843124000;28041850000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pasuruan;2015;28384779450;23946332783;399095322000;32176832000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pasuruan;2016;35650081036;22775645376;432090225000;54065378000;38131520895;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pasuruan;2017;33846341390;26513181125;424499789000;32425671000;47976390490;44572977000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pasuruan;2018;33670046480;67464332495;424499789000;73545784278;50808580078;4000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pasuruan;2019;49425999693;61728723198;447605818000;30023237733;52145484230;14879994000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pasuruan;2020;39815751344;45729200381;403909797000;15557971242;56081860210;8271704000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pasuruan;2021;48140095478;64065057088;403383780000;21742825222;51337967000;0;91062975472;70853805206;5512103499;10852741104;13223598650;9184760841;845100780;13223598650;27485051363;49987816300;34534814640;15994530080;15138707268;10738868011;1518746790;0;3656179820;6482659224;8683635062;3010000000;59929625404;142254245418;28679865744;4050789790;0;0;0;0;122874732720;49311989777;13066687385;29289031550;9485728721;5356003274;184875640;12563741600
Kota Pasuruan;2022;53217302926;88216662851;403383780000;33551889313;74756394823;18008742000;103487862795;82743478764;5337009239;7494247392;12276830237;5439122253;688841060;12276830237;;59521001048;41021403354;8704957052;9843500128;22707300852;9816643268;3009899700;10732612007;9845407148;21314998580;4585000000;77491671320;132797189004;17865557642;1322291625;0;4286124980;20564761320;0;121885250097;40261652607;12671336772;27532020000;7678032433;5906856892;437936200;14628835050
Kota Pasuruan;2023;52793184790;49021872000;324434195000;34244880377;87318152879;15680060000;100267448916;93491145791;6557267750;6273570146;11890129927;5729245121;207230000;11890129927;36389109360;72559059455;34303940243;4907761106;9608890422;27539075817;5145369826;5965657572;10506923184;10252517546;17226882406;4952500000;75629862460;149785270060;40485939915;1142394380;0;6899665844;22437832672;70000000;117809852001;48874852181;19536444505;39369283415;7417915897;8802101388;549888423;8193940000
Kota Pasuruan;2024;46459897000;28367981000;390429094000;35752433016;78580326035;11347844000;115152666747;92069462172;5043495912;32362582341;13661805096;5236694794;7680000;13661805096;41248102936;55744112596;36420295200;4186569835;10883008454;24996644412;1453326855;2224000000;12394430049;9438294071;19028732580;4952500000;82073993818;152027138312;35564759449;1276336791;0;3409715028;13226639167;0;139196742257;63297304081;17001330846;40871449625;7991402393;6084132303;112060260;5534055000
Kota Probolinggo;2014;32598097205;21424462494;454208196000;24483458000;0;21943361000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Probolinggo;2015;29407899800;23946332783;463649666000;38181304000;0;21354402000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Probolinggo;2016;51150623584;22775645376;470212966000;34261656000;49527632500;33484181000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Probolinggo;2017;41767663216;26513181125;461952836000;55949045098;53376637945;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Probolinggo;2018;35896036763;67464332495;461952836000;43858178325;58198146188;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Probolinggo;2019;35343839136;61728723198;481611213000;35979439586;56138469680;18332450000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Probolinggo;2020;36037636969;45729200381;438274640000;22323184853;61132185014;39702663000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Probolinggo;2021;49807605867;64065057088;430613654000;26228538884;56416822000;34727027000;122449154500;64238251558;6073771187;36805823503;12307189404;7631545119;4087420000;12307189404;49021254464;59421822313;25291751222;1918057250;12827584621;9043022302;1857420349;0;0;761737800;147627000;360000000;93893242755;132400595565;21718949471;594931000;0;0;0;0;140644770940;47471722008;9949328107;16976890773;8801611140;9906675479;221290000;382787700
Kota Probolinggo;2022;52450286074;88217118808;430613654000;20076475298;77290517406;10418443000;134811080604;82657489452;2399968447;13260630382;8200555245;8600775269;1168444675;8200555245;;56793115418;185531988987;3956363354;11985338921;12994723731;6107720474;0;8699169687;6333337782;4842127800;0;92604462712;139495683878;41470478364;750000000;0;1864952311;0;0;130064572023;44513367777;9087405055;26269298249;4808406484;3832183337;65992500;162487990
Kota Probolinggo;2023;57026844430;49016372000;375985035000;9746975796;81783656461;0;127231502024;104317933266;5383142599;15057877009;8521888295;10626915173;913647360;8521888295;39684684382;65418872161;55679807986;15229064855;12050614034;18826979150;4186195381;0;8638053596;5223499849;9155856216;0;96868917913;139281379602;28103513131;905550000;0;2895019471;7965000;0;139834495204;49190726972;8820595613;31753325628;4680305895;8245218608;40060000;121384500
Kota Probolinggo;2024;46091755000;28454251000;419386928000;4799882050;81598175609;15462511000;135807397165;92308222970;4715979606;45142316521;9368142255;9923655162;225674792;9368142255;40708214204;48136985590;23917334726;15202549274;12867442876;17181665812;1471714757;0;8286770515;6506660288;797769000;99050000;115963559311;152900962992;34437228393;950000000;0;815226167;1161800000;0;155832764889;48397808403;8656120523;34073515634;4783280350;9259760848;35335000;191159000
Kota Surabaya;2014;263544642487;21424462494;1200889359000;19854669000;0;23629261000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Surabaya;2015;206314915900;23946332783;1147385486000;7125690000;0;24802882000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Surabaya;2016;381904907537;22775645376;1233380404000;19156308000;275693904000;5000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Surabaya;2017;420870142720;26631930267;1211713876000;37094934000;344452272664;50021765000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Surabaya;2018;410894374246;67464332495;1211713876000;18690078091;380107308011;48750000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Surabaya;2019;313238907388;61731969823;1304532940000;25385942058;387192676480;85635881000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Surabaya;2020;378766423643;45736001131;1203461956000;16312264048;425160097022;122695879000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Surabaya;2021;556744015978;64066556338;1182439723000;15584019460;418664442000;48197603000;703996909376;625580927901;29719829471;31306841827;37019962518;107994753047;372038696;37019962518;123319208924;209871664128;32956291791;0;97134460803;377504604934;274512408120;0;96983869748;358653859959;355203486939;0;403238493687;1647718861638;238395824753;0;15453363292;15119560621;695443250;0;848838972849;821633620164;83718220370;149601473459;27645401673;95887213607;762960000;58944000
Kota Surabaya;2022;562723068681;68806293384;1182439723000;52559727674;717186741885;41136702000;874119508400;1016688146373;88620150658;19120867422;62755881610;142168354224;20900007175;62755881610;;874116284568;1195275274468;0;45825824650;497493356894;28517947406;0;71014465662;152300564712;85572386198;0;441810179485;1267773657282;251636349053;0;0;10407842482;1020705146;0;809285254299;860158994437;92786979474;310655469427;24990217010;70954889461;1700666950;0
Kota Surabaya;2023;600638527000;70111232000;978814369000;24935715998;755843282629;30523723000;876568756953;865711077921;193536317514;107033880957;64188283150;111139533136;33219583568;64188283150;132728753875;819070104124;1066586130210;0;44105815872;534672410910;40661485405;0;70270180160;226385307962;17904229737;0;470236195016;1360671232790;257884843865;0;0;10532523281;1958457000;0;856628545600;820025757652;59998250185;309832256967;25947050184;87723691140;146518701;78223729100
Kota Surabaya;2024;460973008000;29676348000;1172550033000;6123511688;784676964178;41433041000;875167888076;924535614307;219490190705;122282257657;64615019737;164268290355;921880865;64615019737;138795451949;840773607891;926937141251;23212862862;45569919835;515630273780;108748507967;0;73669175421;179760772706;8307168553;0;605580387415;1138200974288;555728388212;0;0;8092851211;513269661;0;1040175450604;936483346654;76464692424;310982683559;27904136248;60810676159;130755030;4287200000
Kota Batu;2014;26508490919;21430415887;412378255000;30351360000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Batu;2015;25289499900;23948463664;413219693000;41314385000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Batu;2016;32058290861;22777772029;480460016000;61309030752;32407383000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Batu;2017;33832691571;26517069269;474779517000;30271873700;41123424132;7500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Batu;2018;29009631679;67514043095;474881106000;28177515850;49661375163;54750000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Batu;2019;27023406459;61766606925;499461875000;25158863364;45535568990;11271613000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Batu;2020;34737768458;45747205996;453338878000;11386722625;48046157000;35365261000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Batu;2021;46836350913;64129510800;445511050000;18156178923;49774263000;49861061000;106465448781;80391020223;15782061369;101558599903;19684689335;19182880120;2544587357;19684689335;35371000726;40034265304;71516002155;12204318393;21688077115;21744274165;3766789673;758540537;5423562177;3580210702;6590289209;12269693707;27823478430;77258931438;13588974088;8291561761;7389647000;6747743451;1578516653;3506999285;132060492225;64131571713;14462912785;15987271355;15116982317;7735021505;1364370960;11492947141
Kota Batu;2022;49854575969;88277905534;445511050000;20314112894;71502605043;3691408000;110023078064;106810841018;9203682433;122964473075;16179488777;17417486585;484799644;16179488777;;41977713998;66368615725;8717550288;13261417254;21560245528;4524266737;1933656216;13959748437;20288055223;6971282924;7526961442;29704137054;71024433306;5533506725;400000000;7246854950;6868749983;3760500262;1836778476;128911011283;42572518631;14585733476;15420187983;9860488485;5195667157;876974649;14484112728
Kota Batu;2023;50239791580;49074734000;413545049000;6446324347;76315502009;38774970000;112615244522;114957094258;10244001156;150226790816;16499755018;17043354390;2693447116;16499755018;43283698717;61082624388;50846135646;12433529766;13275727815;24598197677;21268432759;5442237000;13840320185;29382700183;10077953571;5293007846;30073422474;75459267627;8571773577;834890000;7150489655;7680021590;992509126;1111501042;129904437855;60201457199;12183809972;33039027468;9723832621;8124927093;293921087;10526882400
Kota Batu;2024;43823375000;31115327000;447711545000;10578991600;74492694736;16498673000;125253804370;117837321214;6728844790;158837769374;19356466593;13841212736;1236682292;19356466593;47122627592;79482053296;60669068071;9852322942;14822825493;23611432521;10667567641;402155000;15581669897;29366416738;792934800;8810746400;27694660432;72639514206;1593323806;429300000;7864573227;8067921228;1120415663;645400000;139208054885;60133976841;22089548037;23817618328;10848510134;5711816848;67255500;5150600000
Kota Pontianak;2014;39298123659;6075626011;670090725000;14343830000;0;23352481000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pontianak;2015;33999537850;3815424404;686035831000;7885510000;0;21850290000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pontianak;2016;50851825279;3053192764;711955758000;52423871859;79551069426;5000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pontianak;2017;46453732725;3046370036;699448985000;64907436099;99406080805;7500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pontianak;2018;49414035974;4372674332;699448985000;76033042368;113290031932;16750000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pontianak;2019;53568371854;4639853214;728434151000;79977938398;104904411559;57526840000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pontianak;2020;43287511372;8096823598;658270110000;57882304142;104579553362;27627969000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pontianak;2021;56965513004;27014995944;646760997000;56174991405;101321338000;31906879000;141997296780;95063934367;4191764269;18756972316;17513775164;7726577248;63484661;17513775164;25068344880;35854386382;1102123935;0;0;0;0;0;19383403103;120519391989;253936128975;2230000000;154336670300;144166042543;61187420918;0;0;0;0;0;276686928909;84591201814;61517212984;5068905452;35811335896;61640557820;6561681155;0
Kota Pontianak;2022;58428232577;28508896955;646760997000;58730112869;170764220833;33656679000;143211811060;107208801308;7354477750;10534087034;15351512630;6894030804;112719540;15351512630;;134109307370;119521671692;1100000000;10398212644;48131502372;7740059380;694297000;17595853855;13109370924;156208153638;5090000000;157356442057;123232325197;55226154206;2032204243;20020000;1413788200;0;0;233324123954;101538363835;99976873992;37046779903;8571302508;7503223650;188200169;0
Kota Pontianak;2023;64349903200;25970226000;537344776000;26557214143;183259897755;12840204000;154521027945;113365162372;4680196276;26660878117;15887137485;6204450127;183411000;15887137485;38043792801;120166997466;140489321830;1100000000;10615667269;52146912838;14291991051;0;19641346699;10024684284;187820369258;2600000000;177105064853;139584947262;45145010363;1534531892;21550000;1732924893;0;400000000;223421093300;83127408420;54541163826;41407546195;9386589090;6702728867;204620400;2379000000
Kota Pontianak;2024;41707576000;5885792000;706488422000;56544517576;185665593693;0;156373998970;131559861151;11002448495;46827592321;16881451740;6965241597;548108400;16881451740;39081428844;133858581639;186966651530;2098797000;11238973519;57281344133;10743744808;0;20810473234;11963448285;197036880975;3190000000;195937423985;147833863619;42498146537;1630921473;12020000;1055135097;242282450;0;263351528201;86391658728;82465861882;41578439278;9696503714;7364194864;1688901000;2585000000
Kota Singkawang;2014;17911954385;6076438032;467557081000;47868460000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Singkawang;2015;11729504200;3817888271;478943765000;60015730000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Singkawang;2016;26135533276;1529848023;501293503000;84263663000;39502722000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Singkawang;2017;15994420180;2130898943;492487388000;83449181563;51057102090;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Singkawang;2018;13087791487;4272454327;492487388000;95959565237;53702735328;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Singkawang;2019;27938949322;4518775790;518955898000;80420078520;52750231390;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Singkawang;2020;11644974415;8020071638;465326232000;35364262960;55948996807;7404659000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Singkawang;2021;18405179468;26748060118;457023658000;55195698038;53037413000;0;77137209287;59915265961;7406292667;10685088922;10738203351;2213359105;6299003695;10738203351;20475378747;29415077759;9136596163;75950000;12200186762;23685126254;219866322698;8016814580;3060570969;7749809626;21124610784;0;111353584137;110099940940;30024743849;0;3001624561;3343313071;1565211691;0;148278920638;27265576186;71272038785;8538790143;4990616816;3720641902;69582500;0
Kota Singkawang;2022;19001561256;31688353914;457023658000;42016880064;84995946316;24789804000;81823673600;58410036342;7518185184;42649010589;8916096162;2032074079;1118186861;8916096162;;36175476831;56558825477;5887958854;6002531715;17405430451;3031666642;0;9177422086;7820175340;29493580151;490883401;83704448162;136520054967;17419879422;0;2608371427;2555472848;1452569372;0;138099218881;44727887700;23271896469;0;2687153586;1342243864;0;0
Kota Singkawang;2023;13649006110;22435727000;345644466000;43304250229;94814578578;14810529000;80252615298;68130894184;8548118716;39151701105;9204913392;3034828561;313244200;9204913392;24208849878;39624579007;71240546951;4749836751;6135097594;17973395324;3757117610;0;9920910960;8373767780;42557168504;0;91718111706;193914169694;19961743866;0;2530762620;2085496468;463958692;0;141303725922;36359951507;62490074552;19878780901;2693322732;1738545698;41465000;0
Kota Singkawang;2024;11824831000;6011680000;432876183000;38631611187;92778856637;13940115000;83659651140;77702123396;11246393727;46535672741;9504284771;4133757128;320323900;9504284771;25620109449;34465022330;57946679212;2554845840;6344696130;17245907712;2116146115;0;10127997937;7159921555;39616224841;0;101373835871;177837647280;18749720502;0;2474765224;2592886016;515910639;0;153832015926;44721691003;42526902413;13969519772;2758801164;1801428525;193875000;0
Kab. Kotawaringin Barat;2014;31524786426;63693058617;597665464000;50769000000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kab. Kotawaringin Barat;2015;26516329100;35227709778;614824773000;34415480000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kab. Kotawaringin Barat;2016;35853472738;29314867390;662249343000;196769189910;65813351110;5000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kab. Kotawaringin Barat;2017;62679049702;28585987844;652906913000;165791844405;63247488600;54627555000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kab. Kotawaringin Barat;2018;58302782093;33109106805;652906913000;96896760852;72694648368;17750000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kab. Kotawaringin Barat;2019;91405574999;43497839809;673256263000;117146091175;81798811890;28430307000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kab. Kotawaringin Barat;2020;29764009462;39426943159;602446484000;199275635447;94131997668;81761160000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kab. Kotawaringin Barat;2021;82762205498;60538701548;593260006000;230385941118;87314401000;0;82489064312;46314669079;17779226996;166683750038;14370620022;12734494251;1712149550;14370620022;43705195857;45946582533;178486871328;2871227901;11938565591;23237866973;8122566074;180950000;2874608783;4200461777;28846917330;1207500000;142971885114;153374917377;135168277905;199916000;3791450961;1589108201;271922238;0;215299072244;39398096402;42749848486;10139312403;16086015591;4568575315;560719262;33150000
